<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.17	18:25:00	4322.92	4327.10	4320.54	4326.73	3185	0	7
2025.12.17	18:30:00	4326.75	4328.75	4323.83	4326.77	2986	0	7
2025.12.17	18:35:00	4326.73	4329.97	4324.29	4326.56	2930	0	7
2025.12.17	18:40:00	4326.60	4334.24	4325.69	4333.16	3225	0	7
2025.12.17	18:45:00	4333.27	4337.47	4332.97	4337.24	3382	0	7
2025.12.17	18:50:00	4337.23	4337.64	4331.64	4333.60	3224	0	7
2025.12.17	18:55:00	4333.64	4335.53	4330.80	4333.61	3152	0	7
2025.12.17	19:00:00	4333.58	4334.94	4328.59	4329.76	3220	0	7
2025.12.17	19:05:00	4329.76	4333.89	4329.66	4331.64	3137	0	7
2025.12.17	19:10:00	4331.65	4335.44	4330.56	4332.72	2818	0	7
2025.12.17	19:15:00	4332.72	4336.73	4330.27	4335.45	2872	0	7
2025.12.17	19:20:00	4335.45	4338.55	4335.28	4337.85	2778	0	7
2025.12.17	19:25:00	4337.84	4340.01	4336.05	4337.18	2877	0	7
2025.12.17	19:30:00	4337.18	4340.86	4336.23	4339.52	2737	0	7
2025.12.17	19:35:00	4339.52	4341.57	4338.61	4340.32	2720	0	7
2025.12.17	19:40:00	4340.31	4341.48	4338.57	4338.81	2657	0	7
2025.12.17	19:45:00	4338.80	4340.71	4337.15	4339.97	2688	0	7
2025.12.17	19:50:00	4339.99	4341.00	4335.81	4337.15	2935	0	7
2025.12.17	19:55:00	4337.15	4342.44	4336.73	4342.43	2416	0	7
2025.12.17	20:00:00	4342.46	4346.35	4342.46	4345.62	2608	0	7
2025.12.17	20:05:00	4345.62	4346.42	4344.36	4345.62	2452	0	7
2025.12.17	20:10:00	4345.65	4346.40	4342.98	4343.25	2446	0	7
2025.12.17	20:15:00	4343.17	4343.19	4339.08	4339.98	3068	0	7
2025.12.17	20:20:00	4340.02	4342.58	4338.31	4340.90	2882	0	7
2025.12.17	20:25:00	4340.92	4342.63	4340.09	4341.79	2947	0	7
2025.12.17	20:30:00	4341.79	4344.06	4339.18	4340.00	2737	0	7
2025.12.17	20:35:00	4340.01	4341.40	4336.44	4336.53	2518	0	7
2025.12.17	20:40:00	4336.53	4336.78	4330.49	4332.53	3219	0	7
2025.12.17	20:45:00	4332.53	4335.55	4329.55	4332.06	3267	0	7
2025.12.17	20:50:00	4332.04	4334.25	4329.03	4333.20	2990	0	7
2025.12.17	20:55:00	4333.19	4336.40	4332.15	4336.10	2515	0	7
2025.12.17	21:00:00	4336.11	4336.75	4333.23	4336.57	2586	0	7
2025.12.17	21:05:00	4336.56	4337.90	4335.41	4336.98	2166	0	7
2025.12.17	21:10:00	4336.97	4338.04	4335.71	4337.21	2121	0	7
2025.12.17	21:15:00	4337.21	4338.83	4336.36	4337.74	2050	0	7
2025.12.17	21:20:00	4337.68	4339.63	4336.08	4338.98	2106	0	7
2025.12.17	21:25:00	4338.98	4340.73	4338.53	4339.83	1933	0	7
2025.12.17	21:30:00	4339.86	4341.12	4337.92	4338.02	1913	0	7
2025.12.17	21:35:00	4338.00	4339.57	4336.81	4339.05	2203	0	7
2025.12.17	21:40:00	4339.05	4339.27	4334.48	4335.23	2060	0	7
2025.12.17	21:45:00	4335.22	4336.97	4333.82	4335.28	2064	0	7
2025.12.17	21:50:00	4335.29	4335.46	4330.36	4333.08	2223	0	7
2025.12.17	21:55:00	4333.10	4337.24	4333.03	4337.07	2025	0	7
2025.12.17	22:00:00	4337.08	4337.97	4335.32	4336.62	2073	0	7
2025.12.17	22:05:00	4336.64	4336.92	4335.30	4336.78	1844	0	7
2025.12.17	22:10:00	4336.78	4339.75	4336.58	4339.28	1735	0	7
2025.12.17	22:15:00	4339.28	4342.42	4339.19	4339.92	1922	0	7
2025.12.17	22:20:00	4339.92	4342.26	4339.71	4341.10	1723	0	7
2025.12.17	22:25:00	4341.12	4342.73	4339.59	4341.49	2064	0	7
2025.12.17	22:30:00	4341.52	4342.85	4338.63	4340.96	2167	0	7
2025.12.17	22:35:00	4340.95	4341.24	4339.90	4340.34	1716	0	7
2025.12.17	22:40:00	4340.34	4342.75	4340.24	4342.08	1860	0	7
2025.12.17	22:45:00	4342.08	4346.08	4341.32	4346.01	1981	0	7
2025.12.17	22:50:00	4345.99	4346.00	4339.63	4341.87	2499	0	7
2025.12.17	22:55:00	4341.91	4342.35	4340.07	4341.41	2574	0	7
2025.12.17	23:00:00	4341.38	4343.39	4340.70	4343.24	1199	0	7
2025.12.17	23:05:00	4343.24	4345.86	4343.24	4345.13	1147	0	7
2025.12.17	23:10:00	4345.13	4345.18	4343.19	4343.89	845	0	7
2025.12.17	23:15:00	4343.89	4345.72	4343.50	4345.27	1062	0	7
2025.12.17	23:20:00	4345.28	4346.28	4344.30	4345.02	885	0	7
2025.12.17	23:25:00	4345.02	4345.27	4344.14	4344.20	653	0	7
2025.12.17	23:30:00	4344.20	4344.72	4339.86	4340.45	1198	0	7
2025.12.17	23:35:00	4340.43	4342.09	4340.43	4341.00	858	0	7
2025.12.17	23:40:00	4340.99	4343.06	4339.95	4340.00	759	0	7
2025.12.17	23:45:00	4339.99	4342.06	4339.96	4341.05	886	0	7
2025.12.17	23:50:00	4340.99	4341.01	4338.74	4339.20	1023	0	7
2025.12.17	23:55:00	4339.22	4339.84	4338.34	4338.55	501	0	7
2025.12.18	01:00:00	4338.17	4340.99	4338.08	4339.18	536	0	7
2025.12.18	01:05:00	4339.23	4339.72	4337.74	4337.84	612	0	7
2025.12.18	01:10:00	4337.84	4338.52	4335.78	4336.15	1191	0	7
2025.12.18	01:15:00	4336.15	4338.59	4336.05	4337.84	917	0	7
2025.12.18	01:20:00	4337.85	4338.09	4337.20	4337.70	532	0	7
2025.12.18	01:25:00	4337.71	4339.23	4335.83	4338.24	870	0	7
2025.12.18	01:30:00	4338.25	4339.24	4337.45	4338.00	856	0	7
2025.12.18	01:35:00	4337.97	4340.16	4337.97	4339.69	957	0	7
2025.12.18	01:40:00	4339.68	4339.69	4338.84	4338.91	647	0	7
2025.12.18	01:45:00	4338.91	4341.85	4338.91	4341.33	1426	0	7
2025.12.18	01:50:00	4341.32	4343.16	4340.72	4342.25	1296	0	7
2025.12.18	01:55:00	4342.25	4342.30	4338.79	4339.17	1191	0	7
2025.12.18	02:00:00	4339.20	4341.30	4338.47	4339.30	1749	0	7
2025.12.18	02:05:00	4339.30	4339.85	4337.28	4337.38	1271	0	7
2025.12.18	02:10:00	4337.38	4338.43	4336.92	4338.38	1145	0	7
2025.12.18	02:15:00	4338.38	4342.98	4338.36	4341.38	1306	0	7
2025.12.18	02:20:00	4341.39	4342.74	4337.45	4338.61	1233	0	7
2025.12.18	02:25:00	4338.62	4339.70	4337.62	4337.81	1061	0	7
2025.12.18	02:30:00	4337.82	4339.72	4337.39	4339.61	1140	0	7
2025.12.18	02:35:00	4339.64	4340.57	4338.67	4339.77	1315	0	7
2025.12.18	02:40:00	4339.77	4339.97	4336.83	4336.85	2022	0	7
2025.12.18	02:45:00	4336.85	4337.23	4333.87	4333.94	2786	0	7
2025.12.18	02:50:00	4333.93	4335.15	4333.16	4335.09	1729	0	7
2025.12.18	02:55:00	4335.08	4335.50	4333.31	4334.81	1699	0	7
2025.12.18	03:00:00	4334.81	4337.05	4329.86	4330.77	3177	0	7
2025.12.18	03:05:00	4330.75	4332.96	4329.46	4332.39	2825	0	7
2025.12.18	03:10:00	4332.35	4332.86	4328.64	4330.12	2779	0	7
2025.12.18	03:15:00	4330.18	4331.91	4327.16	4327.93	2571	0	7
2025.12.18	03:20:00	4327.93	4329.36	4326.18	4326.19	2297	0	7
2025.12.18	03:25:00	4326.17	4328.16	4324.92	4324.99	3170	0	7
2025.12.18	03:30:00	4324.98	4327.82	4324.50	4327.27	3013	0	7
2025.12.18	03:35:00	4327.27	4327.34	4324.70	4326.82	2559	0	7
2025.12.18	03:40:00	4326.83	4328.45	4326.49	4326.90	2606	0	7
2025.12.18	03:45:00	4326.90	4327.54	4324.89	4326.55	2315	0	7
2025.12.18	03:50:00	4326.55	4328.46	4326.45	4328.34	2549	0	7
2025.12.18	03:55:00	4328.34	4331.82	4328.05	4331.60	2335	0	7
2025.12.18	04:00:00	4331.60	4334.44	4330.79	4333.68	2317	0	7
2025.12.18	04:05:00	4333.69	4335.26	4332.17	4332.39	2422	0	7
2025.12.18	04:10:00	4332.43	4332.70	4330.10	4331.01	1796	0	7
2025.12.18	04:15:00	4331.01	4336.36	4329.95	4334.32	2226	0	7
2025.12.18	04:20:00	4334.32	4335.91	4333.76	4334.40	2171	0	7
2025.12.18	04:25:00	4334.42	4334.76	4333.37	4334.59	1751	0	7
2025.12.18	04:30:00	4334.58	4336.32	4334.45	4335.40	2339	0	7
2025.12.18	04:35:00	4335.41	4337.76	4335.41	4337.27	2526	0	7
2025.12.18	04:40:00	4337.26	4337.26	4333.99	4334.03	1881	0	7
2025.12.18	04:45:00	4334.03	4334.31	4331.51	4331.52	2235	0	7
2025.12.18	04:50:00	4331.52	4333.54	4330.74	4332.46	1965	0	7
2025.12.18	04:55:00	4332.46	4333.51	4331.60	4333.25	1800	0	7
2025.12.18	05:00:00	4333.25	4333.30	4330.97	4333.17	1619	0	7
2025.12.18	05:05:00	4333.17	4334.21	4332.02	4333.40	1743	0	7
2025.12.18	05:10:00	4333.39	4335.93	4333.00	4335.80	1918	0	7
2025.12.18	05:15:00	4335.82	4336.70	4333.97	4336.41	2135	0	7
2025.12.18	05:20:00	4336.42	4336.75	4332.10	4332.81	1677	0	7
2025.12.18	05:25:00	4332.83	4333.73	4332.42	4333.21	2171	0	7
2025.12.18	05:30:00	4333.22	4335.65	4332.88	4334.81	1838	0	7
2025.12.18	05:35:00	4334.82	4334.84	4332.91	4333.63	1910	0	7
2025.12.18	05:40:00	4333.64	4335.21	4332.31	4332.34	1844	0	7
2025.12.18	05:45:00	4332.29	4333.25	4331.25	4333.06	2158	0	7
2025.12.18	05:50:00	4333.06	4333.58	4332.73	4333.00	1748	0	7
2025.12.18	05:55:00	4332.99	4333.56	4332.90	4333.17	1793	0	7
2025.12.18	06:00:00	4333.17	4333.50	4332.68	4333.35	1481	0	7
2025.12.18	06:05:00	4333.38	4333.54	4331.16	4331.25	1576	0	7
2025.12.18	06:10:00	4331.27	4331.27	4329.44	4330.33	1573	0	7
2025.12.18	06:15:00	4330.33	4331.02	4329.09	4330.09	1134	0	7
2025.12.18	06:20:00	4330.08	4332.08	4329.40	4331.96	1297	0	7
2025.12.18	06:25:00	4331.96	4332.24	4330.09	4330.49	1003	0	7
2025.12.18	06:30:00	4330.49	4331.67	4329.20	4331.07	1416	0	7
2025.12.18	06:35:00	4331.07	4331.42	4328.65	4329.44	1138	0	7
2025.12.18	06:40:00	4329.46	4330.26	4329.05	4329.61	1375	0	7
2025.12.18	06:45:00	4329.59	4331.75	4329.40	4330.99	1815	0	7
2025.12.18	06:50:00	4330.99	4331.98	4330.96	4331.28	1606	0	7
2025.12.18	06:55:00	4331.28	4332.59	4331.04	4331.96	1370	0	7
2025.12.18	07:00:00	4331.96	4334.88	4331.17	4333.58	1536	0	7
2025.12.18	07:05:00	4333.60	4334.79	4332.68	4334.39	1533	0	7
2025.12.18	07:10:00	4334.40	4337.35	4334.22	4337.28	1854	0	7
2025.12.18	07:15:00	4337.28	4337.52	4335.57	4336.70	1751	0	7
2025.12.18	07:20:00	4336.67	4336.68	4335.53	4336.20	1763	0	7
2025.12.18	07:25:00	4336.19	4336.94	4334.75	4335.90	1628	0	7
2025.12.18	07:30:00	4335.91	4337.10	4334.72	4335.16	2499	0	7
2025.12.18	07:35:00	4335.19	4336.24	4332.94	4333.59	2089	0	7
2025.12.18	07:40:00	4333.59	4337.30	4333.48	4337.02	2281	0	7
2025.12.18	07:45:00	4336.99	4337.07	4333.87	4335.23	2080	0	7
2025.12.18	07:50:00	4335.22	4336.51	4334.25	4334.28	2511	0	7
2025.12.18	07:55:00	4334.28	4335.01	4332.36	4333.29	2246	0	7
2025.12.18	08:00:00	4333.29	4334.17	4330.78	4331.23	2221	0	7
2025.12.18	08:05:00	4331.22	4334.42	4330.83	4334.28	2198	0	7
2025.12.18	08:10:00	4334.27	4335.45	4333.85	4334.46	2037	0	7
2025.12.18	08:15:00	4334.46	4335.40	4333.84	4334.05	2041	0	7
2025.12.18	08:20:00	4334.04	4335.08	4332.10	4332.97	1952	0	7
2025.12.18	08:25:00	4332.97	4334.17	4332.06	4333.62	1696	0	7
2025.12.18	08:30:00	4333.62	4336.18	4333.31	4335.97	1749	0	7
2025.12.18	08:35:00	4335.98	4336.11	4334.47	4334.72	1753	0	7
2025.12.18	08:40:00	4334.72	4334.93	4333.37	4333.66	1822	0	7
2025.12.18	08:45:00	4333.67	4334.85	4333.42	4333.51	2350	0	7
2025.12.18	08:50:00	4333.51	4334.29	4332.98	4332.98	2033	0	7
2025.12.18	08:55:00	4332.99	4334.53	4332.09	4334.02	2119	0	7
2025.12.18	09:00:00	4333.98	4334.76	4332.73	4334.69	1637	0	7
2025.12.18	09:05:00	4334.68	4334.89	4330.88	4331.36	1333	0	7
2025.12.18	09:10:00	4331.37	4332.69	4330.12	4330.93	1319	0	7
2025.12.18	09:15:00	4330.93	4333.30	4330.52	4332.93	1197	0	7
2025.12.18	09:20:00	4332.95	4334.18	4331.56	4332.02	1436	0	7
2025.12.18	09:25:00	4332.02	4335.20	4331.04	4335.05	1393	0	7
2025.12.18	09:30:00	4335.04	4337.80	4334.56	4335.63	1890	0	7
2025.12.18	09:35:00	4335.59	4335.83	4334.26	4334.73	1405	0	7
2025.12.18	09:40:00	4334.74	4334.77	4332.90	4333.39	1387	0	7
2025.12.18	09:45:00	4333.38	4333.94	4332.60	4333.22	1310	0	7
2025.12.18	09:50:00	4333.22	4333.88	4332.72	4333.55	1319	0	7
2025.12.18	09:55:00	4333.54	4334.06	4331.46	4331.46	1686	0	7
2025.12.18	10:00:00	4331.47	4332.63	4326.77	4327.35	2251	0	7
2025.12.18	10:05:00	4327.30	4330.64	4325.02	4329.39	2110	0	7
2025.12.18	10:10:00	4329.39	4329.99	4328.24	4328.41	1826	0	7
2025.12.18	10:15:00	4328.42	4329.73	4326.52	4327.60	1926	0	7
2025.12.18	10:20:00	4327.60	4329.76	4325.94	4328.41	1706	0	7
2025.12.18	10:25:00	4328.41	4329.23	4326.58	4327.19	1654	0	7
2025.12.18	10:30:00	4327.19	4328.17	4325.20	4326.61	1828	0	7
2025.12.18	10:35:00	4326.61	4328.97	4325.78	4328.48	1453	0	7
2025.12.18	10:40:00	4328.50	4328.66	4326.88	4328.56	1225	0	7
2025.12.18	10:45:00	4328.56	4328.87	4327.48	4328.74	1443	0	7
2025.12.18	10:50:00	4328.73	4328.82	4326.73	4327.54	1315	0	7
2025.12.18	10:55:00	4327.54	4327.89	4322.05	4326.63	1928	0	7
2025.12.18	11:00:00	4326.63	4328.64	4325.14	4328.36	1872	0	7
2025.12.18	11:05:00	4328.36	4328.62	4326.06	4326.53	1668	0	7
2025.12.18	11:10:00	4326.48	4326.83	4324.70	4326.46	1737	0	7
2025.12.18	11:15:00	4326.54	4328.30	4326.20	4327.93	1708	0	7
2025.12.18	11:20:00	4327.93	4328.18	4325.49	4325.88	1482	0	7
2025.12.18	11:25:00	4325.89	4326.05	4323.77	4324.74	1650	0	7
2025.12.18	11:30:00	4324.74	4327.01	4324.56	4324.93	1543	0	7
2025.12.18	11:35:00	4324.92	4325.46	4322.78	4322.78	1617	0	7
2025.12.18	11:40:00	4322.78	4325.01	4321.34	4324.56	2097	0	7
2025.12.18	11:45:00	4324.57	4324.62	4322.93	4323.43	1549	0	7
2025.12.18	11:50:00	4323.43	4323.52	4321.17	4321.52	1846	0	7
2025.12.18	11:55:00	4321.52	4323.68	4320.86	4323.47	1726	0	7
2025.12.18	12:00:00	4323.47	4325.90	4322.97	4324.46	1508	0	7
2025.12.18	12:05:00	4324.49	4325.58	4323.22	4325.11	1337	0	7
2025.12.18	12:10:00	4325.12	4325.46	4324.05	4324.70	1342	0	7
2025.12.18	12:15:00	4324.70	4325.35	4324.20	4324.83	1373	0	7
2025.12.18	12:20:00	4324.82	4325.55	4323.82	4324.85	1115	0	7
2025.12.18	12:25:00	4324.82	4325.23	4323.30	4323.55	1221	0	7
2025.12.18	12:30:00	4323.76	4324.96	4322.11	4324.86	1455	0	7
2025.12.18	12:35:00	4324.86	4325.58	4323.22	4324.25	1435	0	7
2025.12.18	12:40:00	4324.25	4327.45	4324.24	4327.10	1464	0	7
2025.12.18	12:45:00	4327.10	4327.60	4324.67	4325.02	1632	0	7
2025.12.18	12:50:00	4325.01	4325.57	4324.44	4325.16	1380	0	7
2025.12.18	12:55:00	4325.16	4325.48	4324.08	4325.33	1590	0	7
2025.12.18	13:00:00	4325.35	4327.49	4324.41	4327.35	1507	0	7
2025.12.18	13:05:00	4327.35	4328.69	4327.21	4327.93	1467	0	7
2025.12.18	13:10:00	4327.93	4328.47	4326.96	4327.29	1288	0	7
2025.12.18	13:15:00	4327.29	4328.44	4327.07	4328.25	1230	0	7
2025.12.18	13:20:00	4328.24	4328.25	4326.02	4326.09	1199	0	7
2025.12.18	13:25:00	4326.09	4326.58	4325.44	4325.76	1110	0	7
2025.12.18	13:30:00	4325.77	4326.83	4325.64	4326.00	951	0	7
2025.12.18	13:35:00	4326.01	4327.15	4325.42	4325.44	1070	0	7
2025.12.18	13:40:00	4325.44	4327.05	4325.33	4326.62	1121	0	7
2025.12.18	13:45:00	4326.62	4326.74	4326.01	4326.34	887	0	7
2025.12.18	13:50:00	4326.33	4326.89	4326.10	4326.24	1210	0	7
2025.12.18	13:55:00	4326.24	4326.31	4324.69	4325.64	1346	0	7
2025.12.18	14:00:00	4325.61	4326.62	4322.63	4322.71	1688	0	7
2025.12.18	14:05:00	4322.71	4324.30	4321.76	4324.12	1643	0	7
2025.12.18	14:10:00	4324.12	4324.73	4322.96	4324.12	1428	0	7
2025.12.18	14:15:00	4324.10	4324.40	4322.59	4323.52	1192	0	7
2025.12.18	14:20:00	4323.52	4323.52	4321.64	4321.73	1497	0	7
2025.12.18	14:25:00	4321.74	4322.54	4317.39	4319.38	2089	0	7
2025.12.18	14:30:00	4319.38	4320.46	4318.54	4320.28	1667	0	7
2025.12.18	14:35:00	4320.28	4323.56	4319.76	4323.23	1796	0	7
2025.12.18	14:40:00	4323.23	4323.23	4321.80	4322.72	1553	0	7
2025.12.18	14:45:00	4322.72	4322.78	4321.47	4321.76	1350	0	7
2025.12.18	14:50:00	4321.77	4322.01	4320.30	4321.79	1316	0	7
2025.12.18	14:55:00	4321.79	4322.78	4320.47	4320.89	1437	0	7
2025.12.18	15:00:00	4320.89	4324.20	4319.98	4320.73	2653	0	7
2025.12.18	15:05:00	4320.73	4320.79	4314.62	4318.55	3080	0	7
2025.12.18	15:10:00	4318.55	4318.86	4315.68	4316.46	1936	0	7
2025.12.18	15:15:00	4316.46	4323.29	4316.02	4322.69	2694	0	7
2025.12.18	15:20:00	4322.69	4323.98	4319.09	4320.04	2838	0	7
2025.12.18	15:25:00	4320.04	4322.14	4319.01	4321.15	2098	0	7
2025.12.18	15:30:00	4321.15	4336.16	4320.94	4329.41	3694	0	7
2025.12.18	15:35:00	4329.44	4334.19	4327.27	4333.75	3620	0	7
2025.12.18	15:40:00	4333.75	4338.40	4333.25	4336.66	3256	0	7
2025.12.18	15:45:00	4336.52	4340.02	4335.34	4339.70	2935	0	7
2025.12.18	15:50:00	4339.77	4342.97	4338.03	4341.61	3091	0	7
2025.12.18	15:55:00	4341.60	4341.78	4335.11	4336.56	3148	0	7
2025.12.18	16:00:00	4336.57	4341.47	4333.19	4339.37	3212	0	7
2025.12.18	16:05:00	4339.35	4341.45	4336.86	4339.72	2937	0	7
2025.12.18	16:10:00	4339.83	4340.46	4335.52	4336.39	2815	0	7
2025.12.18	16:15:00	4336.39	4338.97	4335.77	4336.05	2815	0	7
2025.12.18	16:20:00	4336.06	4337.05	4332.83	4335.21	2824	0	7
2025.12.18	16:25:00	4335.21	4336.99	4332.56	4332.79	2695	0	7
2025.12.18	16:30:00	4332.85	4341.22	4330.95	4334.23	3851	0	7
2025.12.18	16:35:00	4334.20	4334.49	4325.29	4328.74	4145	0	7
2025.12.18	16:40:00	4328.75	4329.49	4311.62	4314.20	4354	0	7
2025.12.18	16:45:00	4314.23	4318.48	4308.88	4314.65	4301	0	7
2025.12.18	16:50:00	4314.68	4324.60	4314.29	4323.69	3938	0	7
2025.12.18	16:55:00	4323.42	4330.19	4321.92	4328.55	3724	0	7
2025.12.18	17:00:00	4328.56	4335.41	4326.64	4333.61	3576	0	7
2025.12.18	17:05:00	4333.62	4337.01	4330.73	4331.81	3760	0	7
2025.12.18	17:10:00	4331.80	4335.05	4329.19	4330.72	3632	0	7
2025.12.18	17:15:00	4330.72	4331.87	4327.48	4329.27	3718	0	7
2025.12.18	17:20:00	4329.27	4333.43	4325.01	4332.33	3787	0	7
2025.12.18	17:25:00	4332.33	4334.36	4331.64	4333.37	3228	0	7
2025.12.18	17:30:00	4333.04	4339.49	4331.31	4339.26	3302	0	7
2025.12.18	17:35:00	4339.26	4341.57	4337.54	4340.67	3272	0	7
2025.12.18	17:40:00	4340.67	4341.40	4336.34	4337.43	3197	0	7
2025.12.18	17:45:00	4337.44	4341.04	4334.85	4339.69	3393	0	7
2025.12.18	17:50:00	4339.69	4339.77	4335.60	4337.34	2934	0	7
2025.12.18	17:55:00	4337.34	4338.84	4334.51	4338.22	3147	0	7
2025.12.18	18:00:00	4338.19	4345.67	4337.85	4343.59	3123	0	7
2025.12.18	18:05:00	4343.59	4346.76	4342.93	4346.62	2900	0	7
2025.12.18	18:10:00	4346.73	4368.07	4346.37	4362.32	4133	0	7
2025.12.18	18:15:00	4362.31	4373.43	4362.18	4372.45	3787	0	7
2025.12.18	18:20:00	4372.46	4374.61	4366.84	4368.00	3746	0	7
2025.12.18	18:25:00	4368.03	4374.11	4366.13	4367.29	3417	0	7
2025.12.18	18:30:00	4367.26	4369.83	4363.47	4366.75	3377	0	7
2025.12.18	18:35:00	4366.76	4371.77	4365.66	4369.26	3118	0	7
2025.12.18	18:40:00	4369.26	4370.17	4366.46	4366.99	2870	0	7
2025.12.18	18:45:00	4366.99	4369.41	4363.76	4365.49	2889	0	7
2025.12.18	18:50:00	4365.49	4365.68	4359.02	4359.33	3049	0	7
2025.12.18	18:55:00	4359.34	4360.88	4356.44	4360.39	3263	0	7
2025.12.18	19:00:00	4360.39	4363.54	4358.29	4358.95	3121	0	7
2025.12.18	19:05:00	4358.97	4359.72	4329.42	4329.85	4263	0	7
2025.12.18	19:10:00	4329.67	4332.79	4322.72	4328.47	4463	0	7
2025.12.18	19:15:00	4328.47	4332.49	4322.16	4331.45	4095	0	7
2025.12.18	19:20:00	4331.48	4332.79	4325.44	4326.39	3637	0	7
2025.12.18	19:25:00	4326.40	4331.11	4324.12	4327.87	3524	0	7
2025.12.18	19:30:00	4327.89	4337.05	4326.25	4336.60	3453	0	7
2025.12.18	19:35:00	4336.60	4338.20	4333.56	4337.30	3165	0	7
2025.12.18	19:40:00	4337.33	4341.58	4335.02	4337.45	2916	0	7
2025.12.18	19:45:00	4337.49	4338.44	4333.26	4334.08	2689	0	7
2025.12.18	19:50:00	4334.08	4334.08	4325.09	4326.36	3400	0	7
2025.12.18	19:55:00	4326.33	4333.75	4325.89	4333.30	3013	0	7
2025.12.18	20:00:00	4333.34	4334.81	4331.61	4333.39	2741	0	7
2025.12.18	20:05:00	4333.47	4338.74	4332.45	4337.92	2662	0	7
2025.12.18	20:10:00	4337.92	4340.94	4336.75	4339.44	2797	0	7
2025.12.18	20:15:00	4339.43	4341.33	4333.53	4333.58	2830	0	7
2025.12.18	20:20:00	4333.58	4335.20	4332.41	4334.08	2987	0	7
2025.12.18	20:25:00	4334.05	4336.20	4331.84	4332.16	2918	0	7
2025.12.18	20:30:00	4332.16	4337.96	4331.94	4337.00	2467	0	7
2025.12.18	20:35:00	4337.01	4340.28	4336.81	4337.57	2456	0	7
2025.12.18	20:40:00	4337.54	4337.64	4332.93	4333.85	2340	0	7
2025.12.18	20:45:00	4333.87	4334.41	4325.77	4328.33	2857	0	7
2025.12.18	20:50:00	4328.34	4330.60	4326.87	4327.23	2653	0	7
2025.12.18	20:55:00	4327.22	4331.85	4326.66	4331.73	2294	0	7
2025.12.18	21:00:00	4331.74	4331.90	4326.53	4327.75	2490	0	7
2025.12.18	21:05:00	4327.76	4331.35	4327.16	4330.63	2361	0	7
2025.12.18	21:10:00	4330.62	4333.01	4328.51	4329.30	2228	0	7
2025.12.18	21:15:00	4329.30	4333.34	4328.67	4332.56	2393	0	7
2025.12.18	21:20:00	4332.55	4334.32	4330.16	4330.87	2450	0	7
2025.12.18	21:25:00	4330.87	4334.05	4329.44	4333.65	2407	0	7
2025.12.18	21:30:00	4333.66	4334.88	4331.44	4331.44	2598	0	7
2025.12.18	21:35:00	4331.41	4334.31	4330.61	4332.75	2499	0	7
2025.12.18	21:40:00	4332.77	4333.37	4327.69	4329.61	2676	0	7
2025.12.18	21:45:00	4329.59	4330.63	4327.28	4328.63	2425	0	7
2025.12.18	21:50:00	4328.64	4329.20	4323.10	4324.47	2787	0	7
2025.12.18	21:55:00	4324.48	4325.58	4322.90	4325.00	2620	0	7
2025.12.18	22:00:00	4325.00	4332.62	4324.58	4332.12	2696	0	7
2025.12.18	22:05:00	4332.14	4335.99	4331.89	4333.34	2895	0	7
2025.12.18	22:10:00	4333.32	4334.92	4331.90	4333.73	2459	0	7
2025.12.18	22:15:00	4333.71	4334.00	4328.47	4330.46	2575	0	7
2025.12.18	22:20:00	4330.47	4332.70	4329.87	4332.50	2462	0	7
2025.12.18	22:25:00	4332.45	4333.02	4330.70	4332.42	2121	0	7
2025.12.18	22:30:00	4332.42	4335.06	4331.20	4334.92	2328	0	7
2025.12.18	22:35:00	4334.91	4337.31	4334.91	4335.92	2448	0	7
2025.12.18	22:40:00	4335.92	4338.31	4335.00	4336.09	2452	0	7
2025.12.18	22:45:00	4336.10	4336.35	4333.96	4335.61	2205	0	7
2025.12.18	22:50:00	4335.65	4335.71	4332.32	4333.10	2518	0	7
2025.12.18	22:55:00	4333.11	4335.75	4332.42	4335.01	2595	0	7
2025.12.18	23:00:00	4335.01	4335.01	4331.38	4332.33	1245	0	7
2025.12.18	23:05:00	4332.46	4333.67	4331.91	4333.29	1017	0	7
2025.12.18	23:10:00	4333.28	4333.48	4332.68	4332.76	894	0	7
2025.12.18	23:15:00	4332.76	4333.06	4331.75	4332.91	948	0	7
2025.12.18	23:20:00	4332.91	4333.08	4330.75	4332.29	835	0	7
2025.12.18	23:25:00	4332.29	4332.82	4331.53	4332.24	1070	0	7
2025.12.18	23:30:00	4332.24	4332.84	4331.59	4331.84	839	0	7
2025.12.18	23:35:00	4331.85	4331.94	4328.63	4331.20	953	0	7
2025.12.18	23:40:00	4331.20	4331.52	4330.85	4330.94	602	0	7
2025.12.18	23:45:00	4330.92	4332.41	4330.92	4332.29	821	0	7
2025.12.18	23:50:00	4332.29	4334.03	4331.12	4332.90	969	0	7
2025.12.18	23:55:00	4332.89	4332.92	4331.94	4332.42	651	0	7
2025.12.19	01:00:00	4334.21	4336.29	4332.72	4335.86	616	0	7
2025.12.19	01:05:00	4335.85	4336.44	4334.76	4335.45	492	0	7
2025.12.19	01:10:00	4335.45	4336.03	4334.72	4334.86	586	0	7
2025.12.19	01:15:00	4334.85	4335.46	4334.47	4334.74	732	0	7
2025.12.19	01:20:00	4334.75	4336.67	4334.66	4335.80	744	0	7
2025.12.19	01:25:00	4335.80	4336.02	4334.11	4334.24	583	0	7
